,o,T,tm1,tm2,tm,s1,s2,a
0,0,1488.7469624528044,1920.3493750670896,2410.438735929556,2165.394055498323,4.169645705831936,0.035022154556932916,9001.543088706529
1,0,1567.9817987638617,1172.520711543563,2245.0803343662255,1708.8005229548944,8.534789899906956,9.6537081739232,92345.28906100545
